139
76	-nan(ind)	-nan(ind)	-nan(ind)	0.0	0.0	40.0	-nan(ind)
7	1292.0000	14862.999	91.00000	0.0	0.0	90.0	6.9099998
37	1304.0000	15176.999	126.00000	0.0	0.0	-450.0	6.8400002
27	1550.0000	15183.856	130.42645	0.0	0.0	0.0	3.5000000
27	1549.9503	15027.062	90.11033	0.0	0.0	0.0	3.5000000
27	1550.0000	14870.239	51.52386	0.0	0.0	0.0	3.5000000
7	1292.0000	15072.000	145.99998	0.0	0.0	90.0	6.9099998
60	1169.9979	15010.620	24.00000	0.0	0.0	0.0	1.0000000
85	839.0001	15091.000	103.70107	0.0	0.0	-90.0	1.0000000
57	1091.0000	15189.999	366.53021	0.0	0.0	45.0	3.0000000
85	747.3699	15105.989	253.00000	0.0	0.0	0.0	1.0000000
9	795.0399	15105.528	315.00000	0.0	0.0	50.0	2.0000000
77	1179.8900	14679.509	24.00000	10.0	0.0	-265.0	0.3500000
37	1304.0000	14760.097	19.00000	0.0	0.0	-450.0	6.8400002
7	1292.0000	14653.999	34.00000	0.0	0.0	-270.0	8.3299999
26	1550.0000	14643.292	24.00000	0.0	0.0	-810.0	4.2500000
35	1549.9961	14558.702	24.00000	0.0	0.0	-1440.0	3.5999999
27	1550.0000	14712.990	10.96094	0.0	0.0	0.0	3.5000000
6	1188.6000	14603.795	18.00000	0.0	0.0	185.0	2.0000000
6	1358.4700	14619.032	2.05501	0.0	0.0	-180.0	2.0000000
6	1549.1100	14621.881	1.91650	0.0	0.0	-180.0	2.0000000
80	1231.5599	14628.900	24.00000	0.0	0.0	-585.0	0.3000000
6	1030.9100	14543.089	18.00000	0.0	0.0	210.0	2.0000000
77	927.2300	14554.599	24.00000	20.0	0.0	-400.0	0.3500000
77	1082.2460	14614.999	24.00000	0.0	0.0	-265.0	0.4500000
77	799.4100	14449.739	24.00000	10.0	0.0	-355.0	0.3000000
80	926.1700	14398.990	24.00000	0.0	0.0	-585.0	0.4000000
120	1033.3099	14498.000	24.00000	0.0	0.0	-45.0	0.6000000
6	889.9500	14446.150	18.00000	0.0	0.0	220.0	2.0000000
76	969.6000	14624.770	24.00000	0.0	0.0	315.0	0.1500000
60	773.6000	14756.180	24.00000	0.0	0.0	0.0	1.0000000
9	-27.5700	15886.490	901.99994	0.0	0.0	90.0	2.0000000
9	-37.5700	15701.551	901.99994	0.0	0.0	90.0	2.0000000
9	-40.2400	15506.529	901.99994	0.0	0.0	90.0	2.0000000
85	457.5700	15697.330	324.00000	0.0	0.0	-90.0	1.0000000
85	444.3200	15865.351	88.00000	0.0	0.0	0.0	1.0000000
85	337.6900	16014.760	88.00000	0.0	0.0	0.0	1.0000000
85	331.1800	15867.500	253.00000	0.0	0.0	0.0	1.0000000
85	564.8100	15710.420	88.00000	0.0	0.0	0.0	1.0000000
85	497.1700	15751.619	253.00000	0.0	0.0	0.0	1.0000000
9	481.4500	15711.659	315.00000	0.0	0.0	130.0	2.0000000
9	360.0000	15886.000	315.00000	0.0	0.0	120.0	2.0000000
85	221.9300	15894.069	324.00000	0.0	0.0	-90.0	1.0000000
85	154.5800	15791.439	324.00000	0.0	0.0	-90.0	1.0000000
85	169.5000	15995.709	253.00000	0.0	0.0	0.0	1.0000000
9	263.5100	15983.339	315.00000	0.0	0.0	145.0	2.0000000
9	145.7600	16015.099	315.00000	0.0	0.0	180.0	2.0000000
9	54.8000	15968.129	315.00000	0.0	0.0	225.0	2.0000000
85	701.4300	15329.630	311.81461	0.0	0.0	-180.0	1.0000000
85	609.7400	15376.909	324.00000	0.0	0.0	-90.0	1.0000000
85	548.8100	15241.569	324.00000	0.0	0.0	-90.0	1.0000000
85	473.7400	15586.228	324.00000	0.0	0.0	-135.0	1.0000000
85	329.4300	15277.890	324.00000	0.0	0.0	-135.0	1.0000000
85	317.0100	15522.238	324.00000	0.0	0.0	-135.0	1.0000000
85	609.1200	15611.729	253.00000	0.0	0.0	0.0	1.0000000
9	616.9900	15575.189	315.00000	0.0	0.0	140.0	2.0000000
85	15.4100	15555.640	324.00000	0.0	0.0	0.0	1.0000000
85	105.8300	15348.439	324.00000	0.0	0.0	-135.0	1.0000000
85	633.1700	15028.700	205.76730	0.0	0.0	0.0	1.0000000
85	474.1700	14853.619	218.75844	0.0	0.0	0.0	1.0000000
85	598.5400	15036.800	200.44441	0.0	0.0	-135.0	1.0000000
85	318.5700	14974.260	324.00000	0.0	0.0	-90.0	1.0000000
85	413.0900	15121.460	324.00000	0.0	0.0	-90.0	1.0000000
85	595.0298	14909.546	88.00000	0.0	0.0	-45.0	1.0000000
85	560.9999	14889.999	88.00000	0.0	0.0	0.0	1.0000000
9	485.7300	14868.479	315.00000	0.0	0.0	50.0	2.0000000
9	670.3200	15001.730	315.00000	0.0	0.0	25.0	2.0000000
85	129.1100	15050.009	324.00000	0.0	0.0	-135.0	1.0000000
85	140.9300	14889.549	324.00000	0.0	0.0	-90.0	1.0000000
57	633.0000	14660.001	500.00000	0.0	0.0	0.0	3.0000000
85	439.9400	14715.843	88.00000	0.0	0.0	-45.0	1.0000000
85	376.8700	14719.040	253.00000	0.0	0.0	0.0	1.0000000
85	323.1000	14596.050	88.00000	0.0	0.0	-90.0	1.0000000
9	359.5399	14710.118	315.00000	0.0	0.0	50.0	2.0000000
76	692.7500	14380.968	24.00000	0.0	0.0	225.0	0.1500000
85	263.6941	14361.529	88.00000	0.0	0.0	0.0	1.0000000
85	12.6600	14443.289	253.00000	0.0	0.0	0.0	1.0000000
85	166.9900	14445.790	253.00000	0.0	0.0	0.0	1.0000000
85	243.2200	14573.579	253.00000	0.0	0.0	0.0	1.0000000
85	73.3100	14734.979	324.00000	0.0	0.0	-90.0	1.0000000
9	268.2600	14527.699	315.00000	0.0	0.0	70.0	2.0000000
95	2168.7896	14239.209	24.00000	0.0	0.0	45.0	1.0000000
0	2153.3398	14243.419	24.00000	0.0	0.0	0.0	1.0000000
103	2350.0000	14050.000	24.00000	0.0	0.0	-135.0	0.6500000
0	2150.0000	14239.000	24.00000	0.0	0.0	0.0	1.0000000
131	2149.0500	14242.160	142.74001	-90.0	0.0	-870.0	1.6999999
80	1584.3098	14203.630	18.93000	0.0	0.0	-135.0	0.3000000
0	1560.9606	13933.689	0.00000	0.0	0.0	0.0	1.0000000
120	1724.6898	14012.169	24.00000	0.0	0.0	-135.0	0.6000000
128	1678.2999	14115.880	18.78000	0.0	0.0	315.0	0.7000000
77	2232.0000	13556.000	24.00000	10.0	0.0	-310.0	0.5000000
77	2314.4998	13679.150	24.00000	10.0	0.0	-220.0	0.4000000
77	2385.5598	13734.399	24.00000	20.0	0.0	-275.0	0.3000000
77	2098.8599	13570.689	24.00000	20.0	0.0	-110.0	0.2500000
76	2378.7100	13685.859	24.00000	-20.0	0.0	-135.0	0.1500000
6	2159.0000	13624.001	18.00000	0.0	0.0	45.0	2.0000000
6	2291.5698	13750.399	18.00000	0.0	0.0	43.0	2.0000000
120	2168.3301	13719.260	24.00000	0.0	0.0	-225.0	0.6000000
76	2157.2100	13655.279	24.00000	0.0	0.0	270.0	0.2500000
80	2348.5696	13852.829	24.00000	0.0	0.0	-540.0	0.3000000
80	2262.1704	13798.300	24.00000	0.0	0.0	-495.0	0.4000000
120	1630.0801	13746.930	24.00000	0.0	0.0	-225.0	0.6000000
80	1751.0000	13873.000	24.00000	0.0	0.0	-135.0	0.2000000
128	1668.4299	13704.590	24.00000	0.0	0.0	360.0	0.7000000
80	1290.8500	13958.189	8.00000	0.0	0.0	135.0	0.2500000
0	1434.0500	14006.439	0.00000	0.0	0.0	0.0	1.0000000
0	1515.8199	14097.020	4.88000	0.0	0.0	0.0	1.0000000
120	1379.0800	14124.520	24.00000	0.0	0.0	-225.0	0.6000000
128	1315.1072	14200.273	24.00000	0.0	0.0	450.0	0.7000000
80	956.8400	14291.670	24.00000	0.0	0.0	-495.0	0.3000000
80	804.9900	14339.760	24.00000	0.0	0.0	-450.0	0.3500000
6	773.3999	14327.739	18.00000	0.0	0.0	230.0	2.0000000
71	852.7700	14223.079	24.00000	0.0	0.0	0.0	0.6000000
120	1324.6998	13860.930	9.37683	0.0	0.0	-135.0	0.6000000
0	1474.5344	13798.636	0.32736	0.0	0.0	0.0	1.0000000
80	1459.5134	13628.044	24.00000	0.0	0.0	45.0	0.3000000
128	1350.7000	13713.530	24.00000	0.0	0.0	405.0	0.7000000
120	708.9200	13689.459	24.00000	0.0	0.0	0.0	0.6000000
77	2130.4900	13466.940	24.00000	20.0	0.0	-355.0	0.4000000
80	2017.8097	13162.020	24.00000	0.0	0.0	-495.0	0.4000000
6	1990.5800	13254.410	18.00000	0.0	0.0	90.0	2.0000000
6	2040.2198	13462.059	18.00000	0.0	0.0	65.0	2.0000000
80	2030.6698	13314.640	24.00000	0.0	0.0	-540.0	0.4000000
105	2088.7900	13361.079	33.12694	0.0	0.0	-90.0	2.0000000
105	2091.3799	13187.320	35.01075	0.0	0.0	-90.0	1.5000000
105	1962.2999	13251.939	24.00000	0.0	0.0	0.0	1.6000000
77	2043.9999	12906.000	24.00000	20.0	0.0	-265.0	0.4000000
105	2064.8699	13071.379	33.47972	0.0	0.0	0.0	2.5000000
77	2126.5400	12734.029	24.00000	20.0	0.0	-175.0	0.4500000
6	2028.0500	12699.820	18.00000	0.0	0.0	130.0	2.0000000
6	1956.0204	12901.199	18.00000	0.0	0.0	90.0	2.0000000
76	1971.2799	12805.010	24.00000	0.0	0.0	405.0	0.1000000
80	1965.3201	12987.190	24.00000	0.0	0.0	-405.0	0.4000000
6	1977.0399	13072.336	18.00000	0.0	0.0	80.0	2.0000000
120	1857.8101	12922.070	24.00000	0.0	0.0	0.0	0.6000000
120	1178.5498	13458.721	24.00000	0.0	0.0	45.0	0.6000000
104	816.1766	13493.823	24.00000	0.0	0.0	0.0	0.4000000
84	841.9800	13170.120	24.00000	0.0	0.0	65.1	0.9000000
6	789.6500	13351.570	18.00000	0.0	0.0	-20.0	2.0000000
6	943.4599	13193.180	18.00000	0.0	0.0	-70.0	2.0000000
104	783.0966	13397.184	24.00000	0.0	0.0	0.0	0.2000000
104	884.6365	13369.203	24.00000	0.0	0.0	0.0	0.2700000
75	955.0000	13292.000	24.00000	0.0	0.0	45.0	0.9000000
77	921.7583	12679.909	24.00000	0.0	0.0	-225.0	0.3500000
77	917.0049	12923.220	24.00000	0.0	0.0	-270.0	0.4500000
77	917.2750	13035.590	24.00000	0.0	0.0	-225.0	0.3500000
80	1005.9500	13020.709	24.00000	0.0	0.0	-720.0	0.4000000
6	972.8700	12990.989	18.00000	0.0	0.0	-90.0	2.0000000
6	975.7199	12805.198	18.00000	0.0	0.0	-90.0	2.0000000
120	1085.5719	12950.616	24.00000	0.0	0.0	-225.0	0.6000000
80	1012.7800	12766.840	24.00000	0.0	0.0	-585.0	0.4000000
57	237.0000	14048.000	462.00000	0.0	0.0	0.0	3.0000000
130	587.9999	13993.565	24.00000	0.0	0.0	405.0	1.1000000
86	689.0000	14302.000	24.00000	0.0	0.0	35.0	1.3000000
6	683.0700	14183.100	18.00000	0.0	0.0	245.0	2.0000000
77	585.0000	14098.000	24.00000	0.0	0.0	-265.0	0.3500000
71	698.0600	14166.319	16.38634	0.0	0.0	0.0	0.8000000
80	682.4200	14019.080	24.00000	0.0	0.0	-675.0	0.4000000
6	620.0872	14028.270	18.00000	0.0	0.0	255.0	2.0000000
60	392.4200	14264.619	84.00000	0.0	0.0	0.0	1.0000000
85	65.0000	13931.000	88.00000	0.0	0.0	0.0	1.0000000
85	80.1700	14037.000	253.00000	0.0	0.0	-135.0	1.0000000
85	102.0700	14199.240	253.00000	0.0	0.0	-135.0	1.0000000
85	109.8200	14348.959	253.00000	0.0	0.0	-135.0	1.0000000
85	120.2860	14155.699	88.00000	0.0	0.0	0.0	1.0000000
9	50.6700	13936.778	315.00000	0.0	0.0	90.0	2.0000000
9	99.0800	14144.310	315.00000	0.0	0.0	65.0	2.0000000
9	191.7100	14336.409	315.00000	0.0	0.0	65.0	2.0000000
115	647.0100	13671.300	24.00000	0.0	0.0	45.0	1.5000000
77	593.3000	13593.730	24.00000	0.0	0.0	-250.0	0.2500000
77	554.0800	13924.330	24.00000	0.0	0.0	-265.0	0.4500000
77	560.0000	13747.000	24.00000	0.0	0.0	-250.0	0.3500000
80	642.6200	13864.708	24.00000	0.0	0.0	-585.0	0.4000000
6	604.2200	13868.779	18.00000	0.0	0.0	-90.0	2.0000000
6	627.0000	13725.000	18.00000	0.0	0.0	-75.0	2.0000000
6	658.0700	13547.409	18.00000	0.0	0.0	-85.0	2.0000000
60	333.4400	13765.978	83.56000	0.0	0.0	0.0	1.0000000
85	-10.8800	13849.040	324.00000	0.0	0.0	-45.0	1.0000000
85	135.1500	13524.989	253.00000	0.0	0.0	-135.0	1.0000000
85	113.9100	13668.891	253.00000	0.0	0.0	-135.0	1.0000000
85	77.5300	13837.529	253.00000	0.0	0.0	-135.0	1.0000000
85	57.8156	13775.721	88.00000	0.0	0.0	0.0	1.0000000
85	90.2388	13536.079	88.00000	0.0	0.0	0.0	1.0000000
9	78.7200	13526.351	315.00000	0.0	0.0	110.0	2.0000000
9	48.0500	13730.029	315.00000	0.0	0.0	90.0	2.0000000
84	581.2500	13476.190	24.00000	0.0	0.0	20.1	1.5000000
6	699.7599	13419.010	18.00000	0.0	0.0	-60.0	2.0000000
84	705.0000	13302.000	24.00000	0.0	0.0	20.1	1.1000000
60	464.0000	13296.001	84.00000	0.0	0.0	0.0	1.0000000
57	272.5800	13464.329	424.54733	0.0	0.0	0.0	3.0000000
85	-2.8500	13342.830	324.00000	0.0	0.0	-45.0	1.0000000
85	130.0000	13355.000	253.00000	0.0	0.0	-135.0	1.0000000
85	150.4400	13412.020	88.00000	0.0	0.0	-45.0	1.0000000
85	216.4629	13244.910	88.00000	0.0	0.0	-45.0	1.0000000
85	151.9600	13189.269	250.00000	0.0	0.0	-135.0	1.0000000
9	216.0000	13142.000	315.00000	0.0	0.0	110.0	2.0000000
9	144.4000	13342.990	315.00000	0.0	0.0	110.0	2.0000000
57	540.0000	12761.000	496.00000	0.0	0.0	0.0	2.3000000
57	430.0000	12996.001	381.00000	0.0	0.0	0.0	3.0000000
85	290.4900	13021.010	88.00000	0.0	0.0	360.0	1.0000000
85	282.4695	12889.909	88.00000	0.0	0.0	-45.0	1.0000000
60	539.0000	12828.999	84.00000	0.0	0.0	0.0	1.0000000
85	240.8542	12727.579	250.00000	0.0	0.0	-135.0	1.0000000
85	229.1300	12873.590	250.00000	0.0	0.0	-135.0	1.0000000
85	214.6600	13018.579	250.00000	0.0	0.0	-135.0	1.0000000
9	271.7300	12776.540	315.00000	0.0	0.0	465.0	2.0000000
9	248.5100	12986.239	315.00000	0.0	0.0	90.0	2.0000000
85	34.7933	12827.336	324.00000	0.0	0.0	-270.0	1.0000000
53	24732.0098	24744.736	-610.00000	0.0	0.0	-40.0	2.5000000
53	23918.9980	24972.129	-601.00000	0.0	0.0	3.0	2.5000000
53	24081.7266	24965.180	-601.00000	0.0	0.0	-10.0	2.5000000
53	22907.0000	24918.998	-610.00000	0.0	0.0	-10.0	2.5000000
125	25259.4766	24112.109	-90.89000	0.0	0.0	315.0	0.7000000
60	25244.6953	23894.430	-226.13840	0.0	0.0	0.0	1.0000000
39	25268.0000	24118.998	-608.77295	0.0	0.0	-13.0	5.4000001
60	25133.7930	23630.639	-126.69036	0.0	0.0	0.0	1.0000000
60	25151.6895	23219.980	-412.89996	0.0	0.0	0.0	1.0000000
76	24706.4492	23133.520	-3.71000	0.0	0.0	45.0	0.1500000
47	24050.0000	23700.000	-50.00000	0.0	0.0	225.0	1.0000000
123	22809.6914	24742.742	-16.02309	0.0	0.0	-180.0	0.6000000
53	22320.0000	24780.164	-610.00000	0.0	0.0	35.0	2.5000000
53	21501.0000	24636.000	-610.00000	0.0	0.0	-20.0	2.5000000
53	20442.3301	24873.189	-610.00000	0.0	0.0	20.0	2.5000000
53	20744.0000	24900.846	-610.00000	0.0	0.0	0.0	2.5000000
123	22542.4707	24540.570	-315.05649	0.0	0.0	-180.0	0.6000000
119	22262.9980	22954.998	-123.00000	0.0	0.0	175.0	1.0000000
53	19678.1191	24442.568	-610.00000	0.0	0.0	20.0	2.5000000
76	19667.8105	23276.549	-56.15000	0.0	0.0	45.0	0.3000000
60	24881.9473	22822.080	-770.77997	0.0	0.0	0.0	1.0000000
60	25217.7070	22252.424	-770.77997	0.0	0.0	0.0	1.0000000
60	24756.5098	21940.090	-770.77997	0.0	0.0	0.0	1.0000000
60	25045.8105	21461.498	-775.27887	0.0	0.0	0.0	1.0000000
60	24550.5898	22435.449	-770.77887	0.0	0.0	0.0	1.0000000
47	23550.0000	21200.000	-50.00000	0.0	0.0	90.0	1.0000000
76	24615.6484	20620.797	-7.16448	0.0	0.0	-230.0	0.1500000
60	25106.8672	20742.895	-775.00000	0.0	0.0	0.0	1.0000000
60	25123.3223	20037.914	-770.77887	0.0	0.0	0.0	1.0000000
119	23558.5703	20355.510	-123.00000	0.0	0.0	-50.0	1.0000000
119	23754.0000	20246.000	-128.42432	0.0	0.0	85.0	1.0000000
127	23888.2773	20302.840	-3.44146	0.0	0.0	-405.0	1.8000000
119	23718.4492	20037.699	-123.00000	0.0	0.0	-5.0	1.0000000
119	22544.0000	22534.000	-123.00000	0.0	0.0	40.0	1.0000000
119	22545.0000	22754.000	-123.00000	0.0	0.0	85.0	1.0000000
119	22189.4590	22598.238	-123.00000	0.0	0.0	-5.0	1.0000000
119	22101.9980	22822.000	-123.00000	0.0	0.0	220.0	1.0000000
119	21831.0098	22603.529	-123.00000	0.0	0.0	-5.0	1.0000000
47	21750.0000	21550.000	-50.00000	0.0	0.0	180.0	1.0000000
47	20750.0000	22250.000	-50.00000	0.0	0.0	90.0	1.0000000
119	20457.1289	21345.637	-123.00000	0.0	0.0	85.0	1.0000000
119	20362.0000	21187.998	-123.00000	0.0	0.0	265.0	1.0000000
119	20326.0000	21639.000	-123.00000	0.0	0.0	220.0	1.0000000
128	20173.9199	21531.721	-0.23939	0.0	0.0	0.0	0.8000000
123	22876.9004	20814.121	-221.13715	0.0	0.0	45.0	0.5000000
76	22644.5098	20027.910	-9.68176	0.0	0.0	-370.0	0.2500000
60	22057.0000	19753.170	-375.00000	0.0	0.0	0.0	1.0000000
60	21324.0000	19667.000	-375.00000	0.0	0.0	0.0	1.0000000
119	20521.0000	21062.000	-123.00000	0.0	0.0	-5.0	1.0000000
119	20706.0000	21164.000	-123.00000	0.0	0.0	130.0	1.0000000
119	20195.5098	20868.697	-123.00000	0.0	0.0	265.0	1.0000000
6	19544.9805	19834.424	-6.16853	0.0	0.0	0.0	2.0000000
6	19740.5020	19829.764	-6.16853	0.0	0.0	0.0	2.0000000
60	18769.3887	24557.869	-36.24000	0.0	0.0	0.0	1.0000000
53	16493.0000	24550.924	-426.00003	0.0	0.0	0.0	2.5000000
129	16823.0645	22900.596	-123.00000	30.0	0.0	400.0	2.0999999
53	15089.9004	24469.590	-426.00003	0.0	0.0	0.0	2.5000000
53	14710.3271	24581.240	-426.00003	0.0	0.0	-10.0	2.5000000
53	12720.0000	24515.998	-426.00003	0.0	0.0	20.0	2.5000000
60	13057.0010	24348.992	-945.00000	0.0	0.0	0.0	1.0000000
60	12764.9990	23936.000	-945.00000	0.0	0.0	0.0	1.0000000
60	12650.9990	23445.000	-945.00000	0.0	0.0	0.0	1.0000000
123	17975.9590	21734.260	-311.51999	0.0	0.0	45.0	0.6000000
6	17821.5625	21234.916	-4.60117	0.0	0.0	-90.0	2.0000000
6	17825.0801	21428.832	-4.60117	0.0	0.0	-90.0	2.0000000
59	17090.2109	22465.600	-47.00000	0.0	0.0	35.0	1.0000000
59	17163.6289	22519.961	-47.00000	0.0	0.0	35.0	1.0000000
65	16932.6699	22571.080	-22.69574	0.0	0.0	0.0	0.8000000
129	17155.0254	22487.768	-57.76386	0.0	0.0	400.0	2.0999999
24	17491.6406	22253.609	-319.98383	0.0	0.0	45.0	0.6000000
60	17552.2891	22317.420	-346.15668	0.0	0.0	0.0	1.0000000
59	16929.8203	22353.059	-47.00000	0.0	0.0	35.0	1.0000000
59	17016.3301	22402.270	-47.00000	0.0	0.0	35.0	1.0000000
129	17014.4961	22390.033	-57.76386	0.0	0.0	400.0	2.0999999
129	16578.3301	22693.568	-123.00000	30.0	0.0	400.0	2.0999999
89	16792.0000	22650.000	-50.00000	0.0	0.0	215.9	2.5000000
59	16851.9980	22290.000	-47.00000	0.0	0.0	35.0	1.0000000
129	16867.2266	22282.590	-57.76386	0.0	0.0	400.0	2.0999999
53	16951.0508	22146.436	-1001.99994	0.0	0.0	396.0	2.5000000
53	17094.4473	22250.115	-1001.99994	0.0	0.0	396.0	2.5000000
53	17235.5078	22352.188	-1001.99994	0.0	0.0	396.0	2.5000000
24	16918.5586	21933.629	-183.99998	0.0	0.0	225.0	0.7000000
60	17125.6992	21634.553	-65.38000	0.0	0.0	0.0	1.0000000
60	17029.5723	21236.227	-379.22192	0.0	0.0	0.0	1.0000000
47	19400.0000	20900.000	-50.00000	0.0	0.0	225.0	1.0000000
126	19178.0000	20331.000	-34.00000	-40.0	0.0	0.0	1.9000000
6	17817.2461	21057.236	-4.60000	0.0	0.0	-90.0	2.0000000
112	18012.6074	20766.459	-42.37450	0.0	0.0	535.0	2.0000000
126	19121.0000	20312.000	-34.00000	-45.0	0.0	-135.0	2.0999999
6	19349.8496	19836.945	-6.16853	0.0	0.0	0.0	2.0000000
24	16958.3711	21029.201	-96.00000	0.0	0.0	90.0	0.7000000
24	17172.1367	20814.992	-307.94913	0.0	0.0	-90.0	0.6000000
60	17151.3555	20687.539	-105.50187	0.0	0.0	0.0	1.0000000
60	17320.7598	20188.238	-183.14455	0.0	0.0	0.0	1.0000000
60	17695.5977	19663.943	-225.13339	0.0	0.0	0.0	1.0000000
60	16838.3535	19728.121	-99.78237	0.0	0.0	0.0	1.0000000
60	14005.0000	22239.000	-944.99988	0.0	0.0	0.0	1.0000000
60	12681.3496	22259.148	-945.00000	0.0	0.0	0.0	1.0000000
24	13542.3008	21714.930	-179.96681	0.0	0.0	180.0	0.8000000
60	13564.1924	21676.760	-945.00000	0.0	0.0	0.0	1.0000000
60	13986.4502	21375.600	-945.00000	0.0	0.0	0.0	1.0000000
60	12955.7695	21732.830	-945.00000	0.0	0.0	0.0	1.0000000
60	12793.9990	21243.000	-945.00000	0.0	0.0	0.0	1.0000000
60	14661.0000	20536.000	-945.00000	0.0	0.0	0.0	1.0000000
60	14717.0000	19947.000	-945.00000	0.0	0.0	0.0	1.0000000
60	15023.1904	19521.270	-945.00000	0.0	0.0	0.0	1.0000000
60	14327.0000	20958.000	-945.00000	0.0	0.0	0.0	1.0000000
60	25154.5996	19294.260	-770.77887	0.0	0.0	0.0	1.0000000
76	24766.2773	18903.961	-0.72386	0.0	0.0	90.0	0.1500000
60	25086.9453	18612.811	-770.77887	0.0	0.0	0.0	1.0000000
60	24980.5762	17917.811	-770.77997	0.0	0.0	0.0	1.0000000
76	24553.4199	18956.379	-15.29000	0.0	0.0	-320.0	0.1500000
77	23328.1387	19054.760	-70.29364	-10.0	0.0	90.0	0.3000000
77	23398.2188	18971.750	-50.86325	-10.0	0.0	135.0	0.6000000
77	23340.0391	18914.000	-24.90418	-10.0	0.0	225.0	0.3000000
60	23023.0410	18715.998	-375.00000	0.0	0.0	0.0	1.0000000
60	25045.5293	17193.613	-770.77997	0.0	0.0	0.0	1.0000000
60	24975.5996	16466.439	-775.28003	0.0	0.0	0.0	1.0000000
105	24183.8965	17261.070	-11.59098	0.0	0.0	45.0	1.0000000
47	24000.0000	17075.000	-50.00000	0.0	0.0	135.0	1.0000000
77	23060.8301	17761.859	-71.00000	-15.0	0.0	65.0	0.3000000
77	22971.5996	17706.699	-52.71633	-15.0	0.0	110.0	0.2000000
123	24540.9980	16518.000	-309.00000	0.0	0.0	-90.0	0.6000000
47	23800.0000	16825.000	-50.00000	0.0	0.0	90.0	1.0000000
123	24454.7402	16456.230	-55.90651	0.0	0.0	-45.0	0.5000000
76	24258.6602	16094.899	-1.64000	0.0	0.0	35.0	0.2000000
123	24140.9980	16134.000	-309.00000	0.0	0.0	-90.0	0.6000000
119	23111.0000	16108.000	-123.00000	0.0	0.0	130.0	1.0000000
60	22786.2598	19342.209	-375.00000	0.0	0.0	0.0	1.0000000
60	22188.9395	19093.199	-375.00000	0.0	0.0	0.0	1.0000000
60	21654.6289	19226.391	-375.00000	0.0	0.0	0.0	1.0000000
60	22545.1699	18433.129	-375.00000	0.0	0.0	0.0	1.0000000
60	22828.0000	18075.000	-180.00000	0.0	0.0	0.0	1.0000000
60	20689.0000	19364.000	-375.00000	0.0	0.0	0.0	1.0000000
60	19530.0176	19138.180	-274.87250	0.0	0.0	0.0	1.0000000
39	20204.3594	19226.357	-646.00000	0.0	0.0	0.0	6.7199998
60	22345.7793	17674.209	-150.00000	0.0	0.0	0.0	1.0000000
123	22683.4570	17105.297	-312.97000	0.0	0.0	-90.0	0.6000000
60	22027.5000	16944.600	-27.14806	0.0	0.0	0.0	1.0000000
60	21413.5078	16510.520	-150.00000	0.0	0.0	0.0	1.0000000
77	21782.5195	16396.199	-88.77347	-10.0	0.0	135.0	0.4000000
60	25054.2383	15381.479	-222.42000	0.0	0.0	0.0	1.0000000
60	24524.8203	16035.558	-770.77997	0.0	0.0	0.0	1.0000000
105	23973.0000	15381.000	-12.00000	0.0	0.0	0.0	1.0000000
105	24027.4590	15270.760	-27.00000	10.0	0.0	45.0	1.5000000
60	24394.5586	15449.669	-770.77997	0.0	0.0	0.0	1.0000000
119	23090.0000	15945.000	-123.00000	0.0	0.0	85.0	1.0000000
119	22898.2695	15918.340	-123.00000	0.0	0.0	175.0	1.0000000
119	23101.8164	15693.430	-123.00000	0.0	0.0	40.0	1.0000000
119	22901.0703	15724.820	-123.00000	0.0	0.0	-50.0	1.0000000
105	24115.1602	15168.308	-55.39000	0.0	0.0	0.0	2.0999999
76	24035.0000	14889.000	-17.00000	0.0	0.0	40.0	0.2000000
60	24235.1172	14766.819	-770.77997	0.0	0.0	0.0	1.0000000
6	23080.4863	14712.652	-5.07214	0.0	0.0	0.0	2.0000000
60	24677.0684	14182.260	-452.25000	0.0	0.0	0.0	1.0000000
60	25183.9102	13572.079	-448.00000	0.0	0.0	0.0	1.0000000
60	24867.6895	12786.599	-448.00000	0.0	0.0	0.0	1.0000000
60	23781.8789	14182.791	-770.77887	0.0	0.0	0.0	1.0000000
60	23257.5898	14166.989	-540.72406	0.0	0.0	0.0	1.0000000
48	23884.0000	13464.999	-40.00000	0.0	0.0	0.0	1.6000000
60	24474.3086	13342.290	-448.00000	0.0	0.0	0.0	1.0000000
69	24500.0996	12741.140	-55.11544	0.0	0.0	-315.0	2.0000000
53	23433.0000	12852.666	-934.00000	0.0	0.0	-25.0	2.5000000
59	23438.9883	12854.308	-2759.00000	0.0	0.0	55.0	2.3000000
124	21450.4004	16040.069	-13.39158	45.0	0.0	-405.0	0.7000000
76	22660.0391	14817.521	-17.00000	0.0	0.0	40.0	0.2000000
123	22365.0000	15025.998	-309.00000	0.0	0.0	-90.0	0.6000000
76	22441.1309	14824.449	-17.00000	0.0	0.0	-50.0	0.2000000
60	22130.8770	14765.760	-382.79071	0.0	0.0	0.0	1.0000000
60	21543.0000	14964.000	-184.99998	0.0	0.0	0.0	1.0000000
60	20807.4609	16022.319	-96.84953	0.0	0.0	0.0	1.0000000
60	20932.0000	15250.000	-143.00000	0.0	0.0	0.0	1.0000000
60	22569.4160	14181.489	-447.78061	0.0	0.0	0.0	1.0000000
60	22569.0000	14181.000	-448.00000	0.0	0.0	0.0	1.0000000
60	22123.0000	13711.759	-114.03433	0.0	0.0	0.0	1.0000000
